pc1, pc2 ,class
0.420738,-0.605436,3
-0.157851,-0.166438,8
-0.842565,-1.06396,4
-3.529061,0.265219,1
0.223613,1.305459,5
-0.043685,-3.62699,4
1.843519,0.362906,6
-1.814472,3.832455,1
-1.962684,-0.159244,7
-0.51527,-5.127411,9
0.29412,0.099048,8
1.096819,1.303159,2
-1.316376,-0.359682,9
0.249058,0.574696,3
5.675046,1.752931,0
-1.362993,-1.413151,9
-2.239717,1.432528,1
1.36599,0.939892,6
1.103629,-0.892415,2
5.498069,-0.086184,0
0.447769,-0.132192,3
-1.741224,-1.351971,7
-0.613038,-0.043393,4
2.181638,-0.086594,6
0.242371,1.579202,5
-0.484568,0.304296,5
1.83052,0.067103,6
-1.938214,-0.839102,7
-1.815127,-0.408657,7
0.378687,-0.029526,3
0.352409,0.269071,8
-0.554097,-4.595654,4
-1.409999,-0.306249,9
-1.767575,0.120676,7
2.492474,1.718277,0
0.196475,-0.213451,5
-1.037133,-2.110577,9
-0.045092,0.991687,5
-1.013675,-1.380732,4
-1.631061,-0.399046,7
1.155629,-0.688221,2
0.173389,0.367289,8
-0.929821,-2.277776,4
0.058442,0.07448,3
-2.513899,0.506432,1
2.41439,-2.063535,6
0.462636,1.1459,5
0.393129,-0.432292,8
1.953318,0.051924,6
0.126584,0.510545,9
-2.862928,0.845266,1
-1.351055,-0.700462,9
-2.804602,0.298602,1
-1.751145,-2.483957,7
-1.980873,-0.314427,7
0.139083,-2.149284,8
-0.03134,0.412834,8
-0.303389,1.181941,8
0.181866,0.831426,5
-1.946258,0.757164,7
0.531519,0.458391,3
-3.075995,0.254635,1
-0.851602,-2.394512,4
-1.207636,-2.388397,4
1.905769,-0.013879,6
2.257553,0.829027,0
-1.881058,-0.87663,7
-0.639453,-1.123141,7
5.557981,0.24191,0
-0.832627,-2.425901,7
0.642168,0.043291,3
0.078613,-0.846306,3
1.092162,-0.727255,2
4.201299,0.782455,0
1.85057,0.17356,6
1.829417,-0.638102,6
-1.103742,-1.78112,9
-0.475257,0.674837,8
0.141095,-0.004954,8
0.159722,-0.102333,5
0.461843,1.353911,5
0.699892,-0.965781,8
-0.103761,0.180147,8
-4.555623,0.183723,1
1.725332,0.467949,6
2.553494,1.607294,0
0.282974,0.136846,8
0.223041,-2.305042,7
-1.330279,-0.680841,9
0.381536,0.578439,3
-1.119249,-2.786127,9
-0.769118,-0.99332,4
-1.931193,-0.129509,7
0.168753,0.449891,8
-1.803296,-0.079378,7
-1.787375,-0.346516,7
1.092145,-0.695912,2
0.240301,0.779073,7
-2.233027,1.235251,1
4.577503,-1.273444,0
-2.945558,1.45349,1
-4.627976,0.027876,1
-2.512268,0.958795,1
-0.730821,-1.304464,4
0.99002,-0.950135,2
-1.287945,-1.784808,4
-0.172309,-0.037128,8
4.635532,0.970094,0
-1.896762,-1.271182,7
0.018111,0.110904,3
2.246474,-0.032412,6
-0.303378,-4.038494,4
0.507631,0.772595,5
4.656001,-1.399289,0
0.239238,0.011753,3
-0.025083,-0.035206,3
0.221305,0.238332,8
-0.533312,-3.202035,4
-2.990966,0.853714,1
-1.04619,0.29245,4
0.490349,0.162759,3
-4.348447,0.68354,1
2.122552,-0.535076,6
0.353844,2.333733,5
4.800635,0.684402,0
-0.278428,-0.241103,8
-1.188445,-0.634813,4
4.822833,-1.245903,0
0.079011,0.243254,8
-0.069813,0.792107,5
-1.441987,-1.110315,9
0.442481,1.638832,5
-1.206766,-0.342318,4
1.443989,-1.144365,2
-1.369971,0.065448,9
0.937008,0.381952,2
-1.890174,-0.038111,7
-0.373397,1.24854,8
-0.986763,-1.382377,9
-3.711598,0.871508,1
0.293105,1.589969,5
-0.997868,1.250324,9
1.026513,-0.436706,2
0.350992,1.861663,5
-1.829008,-1.713257,7
-1.342757,-2.299911,9
-2.55619,1.151534,1
-1.730488,0.025156,7
0.434066,0.252477,8
2.123601,-3.471118,6
1.127028,-0.865792,2
1.198838,-0.903427,2
-2.882924,0.993038,1
1.698045,0.443323,6
-1.642514,-2.200554,7
1.897994,0.511711,0
-1.939682,-1.22449,7
1.126165,-0.003266,2
0.659958,-0.027573,3
1.655561,-0.561296,0
1.263144,-1.572746,2
0.832514,0.02836,2
5.337247,0.137822,0
0.55317,-1.489552,5
-0.606578,-0.985037,4
-2.059833,-0.685117,7
1.427246,1.301914,6
2.053038,0.053943,6
2.195514,-0.073078,6
-1.26588,0.106124,4
-1.094617,-2.043706,9
-1.06586,-0.849382,9
-0.943335,-0.969203,4
-2.19461,2.849341,1
1.017977,-0.67638,2
-1.153426,0.13178,9
0.044404,0.378971,8
-4.647918,0.966125,1
1.292648,-0.047017,2
-1.112055,-4.161633,4
0.02556,1.037822,5
-4.438573,0.553146,1
-3.137117,1.976258,1
-3.226441,-1.65129,1
4.535867,0.918618,0
2.600457,-0.540748,0
0.425425,1.574473,5
2.531923,-0.844098,6
4.623836,0.846363,0
-1.68623,1.896786,7
0.609819,0.477078,3
3.704916,-1.261167,0
-0.727974,-2.869246,4
-3.613584,2.611656,1
0.551638,0.249955,3
0.273255,-0.524269,2
-1.446653,-0.944893,9
-0.446096,-1.7675,9
1.896602,-0.098004,6
0.477312,1.139684,5
-1.910739,-0.750394,7
-1.764734,0.927004,7
0.500629,0.296147,3
-1.435085,0.014368,7
-0.72667,-1.41324,4
1.174404,0.597318,0
0.199228,0.183706,3
-1.139009,-1.389007,4
4.460781,0.568443,0
1.087014,-1.238018,2
1.521536,1.274962,6
0.845174,-4.901493,4
-1.380937,-0.399719,9
-4.158881,-1.283612,1
3.386107,-0.195446,0
-0.4117,-2.981593,3
-3.521486,-1.219366,1
-3.002619,0.308997,1
1.338851,-1.488945,2
0.588872,-1.931857,8
-0.204367,-0.320652,3
-2.110973,-1.617682,7
-1.014263,-1.13275,4
1.479189,-0.911586,2
0.03002,-0.550181,5
1.198429,1.448033,6
1.43644,0.373642,6
0.125834,-0.685732,8
-1.918555,-0.587374,7
-1.009188,-0.231702,4
-0.190407,1.1975,8
0.532195,1.225961,5
-1.374684,-1.046799,9
1.016582,1.901883,6
5.666851,1.869677,0
1.332644,0.106847,6
-2.402065,2.221627,1
1.095129,-1.30283,2
1.219856,-0.729323,2
1.185061,-1.481819,2
0.525717,-0.259998,3
-1.844966,-0.995156,7
-0.260903,-2.614394,4
4.287794,0.629483,0
0.046318,0.237499,5
0.938627,0.886963,6
1.924389,0.029018,6
-0.979569,-0.987176,4
4.1301,-0.544016,0
-3.494101,0.902325,1
-2.426079,1.503662,1
-1.463183,-0.198887,9
1.269603,-0.754796,2
2.356666,-0.367336,6
0.036026,-0.439233,3
0.296187,-1.071295,5
-0.78393,-2.368479,4
0.469969,-0.762702,3
-0.041629,-0.480357,5
-1.145113,-0.480799,9
2.498221,0.523533,6
-0.073812,0.138846,5
-1.266888,1.549016,7
-0.131072,-0.641025,7
-0.448745,0.229792,8
0.478821,-0.383139,8
-1.313029,0.231184,9
-4.042357,-0.49172,1
1.559028,-0.871906,2
3.446778,0.272838,0
-2.888794,0.998516,1
0.402766,-1.113784,8
1.034259,-0.94129,2
-1.218856,1.759652,4
-1.739716,2.414884,1
0.320103,-0.529673,9
0.645734,0.321428,3
-1.640807,1.765201,9
-0.026952,-4.636624,9
-2.998706,0.109846,1
-1.137727,-1.717366,9
0.232218,-0.987378,8
-0.07007,-0.391351,3
1.129927,0.015804,2
-1.504433,0.157729,7
5.094531,-0.996191,0
3.539219,0.932553,0
0.22196,-0.825112,3
-1.373595,1.136257,7
-0.351796,-0.066836,8
-1.42678,0.952368,7
-3.185155,1.882045,1
0.465597,-1.422764,5
0.207298,-1.628844,2
-2.032873,-1.598295,7
0.795337,0.04159,2
-1.436265,-1.237395,9
0.684865,-2.297204,2
-1.557051,-1.484476,9
3.006969,-1.092502,6
-0.797409,-0.303507,4
1.084013,-0.087535,2
-1.902991,-1.58228,7
-1.349449,-0.909806,7
3.981663,-0.122048,0
2.110289,-2.042553,6
-3.421564,-0.173102,1
0.358806,-0.62961,3
-0.76931,-2.528177,4
0.718392,0.28162,8
-0.064555,-2.676178,4
0.855668,0.060362,2
-1.797418,0.121333,7
3.707702,0.356519,0
0.952897,-0.761404,5
-3.07337,1.809013,1
-0.248197,-0.227866,8
0.928422,0.586052,2
-2.289083,1.52732,1
-2.106017,0.181595,7
-1.107607,-1.069805,4
-3.970301,-1.14686,1
-1.279135,-1.11613,9
-1.098993,-1.388955,9
-0.225509,0.23018,8
4.57517,-1.473564,0
-0.895471,-0.711915,4
-2.343369,1.443887,1
-2.627417,2.907319,1
-2.759954,1.268052,1
0.006809,0.469865,8
-1.166093,-0.120996,4
1.516992,1.269114,6
-2.951369,2.318088,1
1.815999,-0.277164,6
0.537557,-0.832803,3
-0.165614,-3.068737,4
-0.759195,-0.888403,5
0.991661,0.985415,6
0.054582,-1.36432,3
3.601162,-0.477209,0
0.286128,1.31501,5
-0.182257,-0.530488,5
-1.216459,0.24745,9
0.169156,0.095682,5
-1.509434,-1.857748,9
0.54925,0.126118,3
-0.534134,-1.453613,3
0.533289,-0.252427,3
1.197007,-2.114519,2
0.761577,-0.7329,5
1.273752,-0.495066,2
1.415217,-0.360547,2
-1.986942,-2.223408,7
0.42639,-0.585539,5
1.99272,-1.610687,0
-0.923464,0.451856,7
4.814178,-1.25381,0
1.125704,-0.996062,2
0.401757,0.281383,3
0.252565,-0.764602,5
1.467308,-1.723472,2
-0.418194,-0.38435,9
-0.062319,2.586451,5
2.152262,-0.473759,6
-0.093979,-0.1954,2
-0.89619,-0.303358,9
0.940156,-0.949239,2
1.191684,-1.121581,2
4.258869,0.644939,0
1.146355,1.569636,6
-0.618307,0.323109,9
1.23667,-0.59737,2
-0.480499,-4.555734,4
-1.789118,3.359044,1
-1.193444,3.555635,1
1.362408,1.687284,2
1.190475,-0.654892,2
5.503175,2.074588,0
3.39279,0.435639,0
-0.094005,1.357115,8
-2.023691,-1.745514,7
-0.049023,0.371798,3
-4.139432,1.06414,1
0.426372,1.213602,8
2.163552,0.09366,6
0.346502,0.134325,3
-1.027659,-1.866484,4
0.70911,1.975676,0
-0.269413,1.470528,8
-0.32238,-0.120422,8
-1.072287,-1.717258,9
-1.832521,-2.197326,7
-0.404474,-3.148834,4
-1.033484,-1.161702,4
-0.995469,-4.24951,4
-0.349728,-2.983254,9
-1.753858,-0.485546,7
0.422383,0.632056,5
0.423333,0.475778,3
2.766666,1.258677,0
-4.504519,-0.210178,1
-1.618255,-2.364704,9
1.441621,1.341075,6
-2.113495,0.784575,7
-4.250649,1.476211,1
4.271919,1.772251,0
1.14198,-0.674662,2
2.847062,2.206974,0
1.087275,2.267846,6
-0.918318,0.474277,4
2.60684,2.411764,0
-1.185041,-0.754937,9
-1.222334,-2.908356,9
-1.979691,2.854387,1
0.233726,-1.07728,5
1.630617,0.611626,6
-4.72282,-0.080482,1
1.246587,-0.649293,2
0.889435,-1.059096,2
-1.775085,-1.911797,7
0.033318,1.506521,8
1.961977,0.695003,6
0.175442,0.722445,5
0.011551,0.868332,8
0.344171,-0.757666,8
0.434334,-0.53827,3
0.191718,-0.031588,3
0.274011,0.500851,5
-1.100342,-0.085605,9
1.363457,-0.191435,2
-0.377411,0.951613,8
-2.176429,2.72723,1
-3.266254,2.724562,1
-0.353352,1.028293,8
0.335098,-0.593802,8
1.252811,1.679003,6
-0.980081,-4.118394,9
-1.84679,2.906846,1
-0.033998,2.108529,5
-0.441636,2.198701,0
2.254689,0.877422,0
-0.152107,-0.572311,3
0.357282,0.513973,5
-2.394486,2.886989,1
-1.546855,1.567259,7
-1.067217,1.661149,4
-0.041067,0.331841,8
3.395646,1.688986,0
1.200395,-1.009779,2
-3.665946,-0.076993,1
0.123582,-0.550943,9
1.01196,-1.204567,2
1.1635,-0.287377,2
-0.234513,-2.226635,3
0.946672,-1.196465,5
-1.358647,-4.002403,4
-0.356666,0.20138,3
-0.363128,-0.368871,5
-0.95386,1.655664,5
2.187755,-0.950752,6
-3.719945,1.715325,1
-1.736435,-0.546592,7
0.47885,-0.932702,3
-0.043156,0.219671,8
1.03101,1.339243,6
-1.170718,-0.979854,9
0.321167,0.546892,5
3.064657,1.094253,0
1.895545,0.110686,6
-2.226761,1.370684,1
0.0754,-1.440125,2
0.622925,-1.087825,2
0.14788,-1.394683,8
0.402336,-0.873504,3
-0.215653,1.817918,3
-0.83889,-2.739735,4
-3.690005,-1.003704,1
0.377799,-0.211216,5
0.361781,-4.439179,9
1.999977,-0.027411,6
0.461668,-3.78023,4
-1.758965,-1.655469,7
1.858875,-0.164627,6
-0.015563,-0.23156,8
4.675702,0.868351,0
4.622255,1.512432,0
0.629728,0.091777,2
-3.211212,1.402768,1
0.523739,0.300126,3
0.991459,-1.287672,2
3.527608,0.239122,0
0.47602,-0.302315,3
0.129485,-0.207885,5
-3.463036,0.219312,1
2.253536,-1.628418,0
0.229493,0.023567,5
4.863875,-1.208169,0
1.847367,0.649844,6
-0.238757,-4.757417,9
-1.650319,0.312445,7
0.548043,0.462855,3
-0.006136,0.720445,8
-0.462554,-3.518437,1
-1.659195,-0.006697,7
-0.925885,-5.279798,9
2.400577,1.581236,0
-0.262606,-3.156697,9
1.47444,1.356157,6
-0.898053,-3.130758,4
2.792387,0.879986,0
4.637983,0.703844,0
-2.044975,-1.347635,7
0.24792,-0.323957,5
0.302796,-0.067276,3
-0.176567,0.095085,8
-0.021137,-0.457939,8
0.366548,1.170469,5
1.6095,0.34739,6
1.510468,-0.434062,2
-1.596162,-0.152942,7
1.399075,0.881032,6
-2.895046,0.497433,1
2.281459,-0.259641,6
0.069314,-0.342237,3
-1.156042,-0.574241,4
-1.821159,-0.558673,7
0.342661,0.042826,3
-1.104078,-0.747028,9
-0.668308,-3.628005,9
-2.00679,-1.993144,7
-0.874684,-2.385489,9
-0.633772,-2.437159,4
-1.721085,0.732262,7
3.628495,0.629048,0
5.535804,1.857817,0
1.237827,-1.53408,2
0.25833,-2.601586,2
0.249185,0.028704,5
6.015458,0.964779,0
3.282979,1.190041,0
0.21185,-0.881611,3
2.130471,-0.632739,6
-1.283431,-2.803534,9
-0.934105,-2.418432,4
-0.729704,-0.556378,4
-1.114746,-1.822987,9
-0.893997,-3.846151,4
0.059566,1.517631,5
3.935126,-2.061681,0
2.200809,0.050275,6
-0.59775,-3.138341,4
0.189278,0.754606,5
0.251901,1.636052,8
1.210879,-1.084266,2
-0.292876,-1.841218,3
-1.395809,-0.465523,9
-0.066487,-0.949952,8
-0.354708,0.291454,8
0.118095,-1.142371,3
0.099886,0.986914,5
0.226903,-0.167127,5
-2.382975,1.792897,1
-0.009903,-1.07925,8
-1.14231,-0.485689,9
-2.566266,2.787915,1
-0.253436,-0.246128,8
-2.625494,2.962069,1
0.507238,-0.48947,3
3.301737,0.186543,0
-1.356007,-2.267539,4
-2.870076,2.363071,1
3.555683,0.293338,0
-0.041277,0.169158,8
-0.42815,1.593573,5
-0.675953,0.208836,4
-1.017521,-1.841383,4
0.923242,-0.489611,2
-0.177127,0.217504,8
1.766286,0.531262,6
1.467248,0.701754,6
0.194704,-0.068345,8
0.231695,-0.897667,3
0.177362,-3.878836,4
-0.323098,-3.78259,4
0.7608,-0.934719,2
-0.255386,0.017027,8
-0.060408,-0.085791,5
2.801824,1.146939,0
0.437615,-1.209826,8
1.423336,0.42758,6
1.155293,1.313741,6
-1.025808,-3.05656,4
2.538846,0.862927,0
-0.255704,0.022291,8
0.029563,-2.581552,5
-3.599219,0.161883,1
-0.65461,-0.611091,7
0.493176,-0.404464,3
-3.728416,2.049558,1
-0.35728,-3.381157,4
-1.216462,-2.514413,4
2.520973,1.311724,0
-0.903679,-1.547488,7
-2.761242,1.000115,1
-4.197817,1.236595,1
-1.041352,-1.727997,9
-3.441935,-0.909882,1
1.339548,-1.573882,2
-0.488766,1.137411,8
0.231581,-0.502762,3
0.192606,-2.271983,3
-1.737886,-1.01064,7
-1.384036,-1.720347,9
-2.082867,2.62689,1
-1.274067,-0.878518,7
0.768628,-1.545902,2
0.754402,-0.967923,5
-1.865643,-0.803285,7
-0.573246,0.665615,3
1.251661,-1.52655,2
-1.587467,-0.086785,9
-0.436095,-0.716366,8
2.788708,1.698486,0
-1.955238,-1.414625,7
-1.655968,-0.492359,7
3.314018,1.445497,0
1.241036,-1.221491,2
-2.905102,1.606925,1
3.881217,-0.65008,0
-1.309089,-2.030054,9
1.379013,0.55285,6
1.551998,0.54137,6
-1.762224,-4.168001,7
-1.151595,-0.680545,4
1.90582,0.526256,6
-1.257568,-0.246959,9
0.891437,2.337051,6
1.351501,-1.324853,2
1.822451,-0.10294,4
-2.457822,1.36888,1
-2.144825,-2.778005,7
0.938426,-1.038942,2
1.286938,-0.505592,2
0.442164,-0.713895,3
-2.169589,-3.623029,7
-1.815577,0.240007,7
-2.000328,1.079464,9
3.961016,1.557471,0
1.254127,-0.623093,2
0.808037,-1.136515,2
-4.937208,-0.609919,1
-3.487357,0.21913,1
0.177413,0.202867,5
0.475203,-0.890128,3
1.695642,-0.636349,6
-0.815385,-2.927765,4
-1.057509,-2.841958,9
-1.932589,-0.689483,7
1.499606,0.471181,6
1.123979,-1.59104,2
-0.732424,-1.875454,4
0.027974,0.438684,5
0.203195,0.628926,3
-0.333777,0.328658,8
-1.083585,-2.419499,9
-2.401634,2.335897,1
-1.456289,-0.640985,4
1.667556,0.985278,6
-3.100763,1.184462,1
-0.680926,0.619653,8
-0.844747,-2.036271,4
0.142449,0.618426,5
1.739115,1.732756,6
1.855948,0.117147,6
0.258323,-1.486954,9
4.391447,1.588732,0
2.011127,-1.75018,6
-0.097708,0.270797,8
0.350156,-1.315603,5
-1.141586,-0.137661,9
-0.972637,-2.542768,9
-1.388525,-1.061156,4
-1.021491,-0.250658,4
-1.261096,-0.626958,9
1.663524,-0.095371,6
0.904905,-0.862455,2
-1.377098,-1.29502,9
1.716402,0.527515,6
0.29698,-1.073419,5
3.562571,1.412087,0
-0.992126,-1.07621,5
-1.842317,3.135851,1
-0.545831,-4.771456,4
0.675312,0.099734,2
2.135794,1.842593,0
0.685381,0.645527,3
-0.543246,-3.84014,4
-0.627934,-0.660004,4
3.294314,-0.448828,6
-0.721297,0.344511,5
-1.406597,-1.48325,9
1.543358,1.316877,6
-0.874062,-3.44929,7
-1.374615,-0.019906,7
-2.802713,-0.196985,1
-0.219321,1.63786,8
-2.171852,-1.131762,7
-1.226753,-0.989775,9
0.532592,-0.073682,3
4.53395,0.839419,0
6.290787,0.103192,0
-1.882618,3.090413,1
0.678399,-1.061793,2
1.107932,0.653992,2
-0.246938,-3.488171,7
1.46733,0.075428,3
-2.07363,0.479214,7
-0.777419,-1.080802,4
-1.435633,0.041574,9
0.403165,2.080422,5
-1.471349,-4.389454,7
1.877501,0.618307,6
0.838787,1.003013,2
-1.392147,0.17541,7
-0.232082,0.995971,7
-0.497382,1.74995,8
1.681245,-1.600327,6
-0.965407,-0.218465,9
-3.797412,2.086096,1
5.238497,0.822603,0
-0.581059,0.175184,8
-1.627276,3.179182,1
-0.931734,0.025382,1
1.254428,-0.086081,2
-0.75011,-2.516207,4
0.964934,0.088792,3
0.481526,1.874532,5
-0.942299,0.337164,4
-4.302036,0.899125,1
-0.895124,0.714188,5
0.310135,-0.997159,5
1.601296,1.164505,6
-4.005377,-1.640721,1
-1.297814,1.482655,7
0.438911,-1.163982,8
-0.102097,2.071172,8
-0.478301,0.155837,8
-1.045269,-0.287002,9
-0.349296,1.385123,5
4.870607,1.173963,0
0.44598,-0.169168,3
-0.576025,-0.443296,4
0.120536,-1.283129,7
4.246252,2.174688,0
0.818364,0.922889,2
-1.874752,3.471494,1
-1.471531,-1.803115,9
-1.149761,-0.683339,7
-0.967582,-3.558461,9
-0.938787,-0.329782,9
1.287006,1.076564,6
0.16006,3.079625,5
2.439586,0.145507,6
-1.637328,3.705509,1
0.090145,-1.013603,8
-1.221242,0.6401,4
1.142519,-0.219727,2
0.940579,-1.146357,2
0.892461,0.639409,2
0.178602,2.144676,8
-0.077789,0.428181,7
-1.202779,0.163353,9
3.809206,0.075237,0
-0.687524,-0.440704,4
3.457166,0.925114,0
0.709481,0.883816,3
-0.041362,-0.212821,8
-2.414228,3.141463,1
-0.988056,-0.558424,7
-1.630343,1.184012,7
2.236707,-0.278979,6
-0.080797,1.659339,8
-0.896264,-1.554553,4
0.962304,1.020425,2
2.165778,0.450251,6
-0.694893,-0.138531,4
1.367382,1.387368,6
-1.099517,0.220276,4
-1.14758,-2.362284,4
0.484409,0.793489,3
0.638676,2.829859,6
0.643891,0.357761,3
0.674547,0.764927,8
1.899836,0.202532,6
0.137489,0.436743,8
-0.810537,-0.648291,9
2.811553,1.917826,0
-1.084039,-0.359241,9
-0.345664,-1.313074,3
-0.132459,0.184471,5
-3.048925,1.988566,1
-0.044601,2.03714,8
0.128126,-0.78222,5
1.469116,1.255301,6
-0.448258,-4.090652,9
-1.596475,1.185248,7
-4.175791,-1.286514,1
2.720708,1.298469,0
-0.125951,0.236994,8
1.524516,0.907596,6
1.758593,-3.336054,6
-0.230376,1.552062,8
-1.642089,1.040259,7
-0.167936,-2.052526,2
0.273206,-0.820642,5
1.47059,0.799921,6
0.359987,-0.126645,3
0.505064,0.461622,3
-3.393757,-0.121637,1
-1.016025,0.143609,9
-3.106801,1.31614,1
-0.027754,1.610557,8
3.69931,-0.044733,0
1.617324,0.736002,6
0.066743,-1.163783,8
-2.451395,3.68194,1
0.818568,-1.032955,2
-1.466606,0.270724,7
2.96781,-0.053945,0
-0.736416,0.043758,4
0.304774,-0.537224,5
-0.052525,1.912752,8
-0.668763,-2.600285,9
-0.203458,1.450849,8
0.344154,-0.386853,3
-1.035097,-0.252228,9
-1.053134,-3.262921,9
3.214496,1.732555,0
1.178259,1.748015,6
0.826319,0.830634,3
1.601158,0.224694,6
0.277185,1.040931,3
0.619333,-0.289019,3
-0.757444,-0.697484,9
0.196118,-0.070047,5
3.118049,1.104451,0
-1.810411,0.605516,7
-1.000713,0.448949,9
0.112378,0.42977,8
-0.735699,-0.233536,4
0.722662,1.084518,6
-2.956039,3.39409,1
0.823947,1.299113,5
2.372331,1.331573,0
3.833772,0.706882,0
0.563951,0.316466,3
-1.392733,-0.431199,9
-1.521429,0.91236,7
1.762575,0.332906,6
-0.909848,1.194514,5
0.579884,-1.425846,3
-0.167579,1.068647,8
0.439316,-0.677771,2
-1.431751,0.88491,7
-0.014499,-0.188644,8
-0.970692,0.156404,7
2.676116,-0.020406,0
0.038607,1.827678,8
1.251376,-0.545225,2
0.867392,-0.739594,2
0.503562,0.077131,8
-1.202773,0.12773,9
-2.047858,0.954653,7
-1.566935,0.459928,7
-2.873228,2.261901,1
-1.641707,3.842511,1
-3.743848,-1.233322,1
1.282731,-0.787539,2
0.383036,-0.983147,3
1.806427,-0.12054,6
1.855895,1.039584,6
-1.020235,0.737998,4
-0.705666,-3.835825,4
0.36071,-1.910689,2
0.141472,0.658396,8
0.291894,1.207646,3
-3.998946,1.949278,1
1.036346,1.477141,6
-1.076333,-1.698478,4
1.524499,0.883911,6
-1.36877,-0.626145,9
4.577327,1.170062,0
3.40244,-1.26081,6
1.049831,0.761835,2
-0.657492,-1.104368,7
0.160923,1.351515,8
2.824067,0.209203,0
-2.157724,3.493528,1
4.895274,-0.109649,0
1.668364,0.29852,6
3.375895,0.383522,0
-1.945348,3.734888,1
0.273871,-0.615523,3
3.464223,1.917663,0
-4.088512,-0.923607,1
-1.008486,0.625401,4
2.800866,0.340086,0
0.278023,1.184975,3
0.432589,0.22871,3
-2.676485,3.706552,1
-1.764165,-2.661846,1
1.572394,1.082774,6
2.032503,0.868183,6
-1.813172,3.338114,1
0.681111,-1.008514,2
-1.24122,-0.010322,9
-4.220476,0.679538,1
3.711577,-0.191653,0
-3.807764,-2.260636,1
-1.573484,3.548013,1
0.104446,-5.582283,9
0.204044,1.234676,2
2.055334,1.166901,0
0.585609,0.374857,3
1.30443,-0.571323,2
-0.964965,1.046766,4
1.072701,0.370213,2
0.495637,1.698818,5
-0.576433,-3.012466,5
2.450813,-1.213045,6
-1.825982,-2.370155,7
-1.54881,1.710319,7
1.083423,2.058313,6
-0.006573,1.061167,8
-1.982698,-1.330802,7
-1.210462,0.873757,9
-0.3494,0.05914,5
3.770284,2.589991,0
0.644232,-1.486581,8
-1.19706,3.339724,1
0.187903,-0.924674,3
0.973897,0.550422,2
-0.335031,-3.28797,4
0.581762,0.43895,3
-2.111074,4.215852,1
-0.634345,1.249099,4
-2.072285,-3.333012,7
0.543325,1.100771,5
-0.661093,-4.796196,4
2.080349,-0.543658,6
0.90193,-0.504336,2
-1.457564,1.608398,7
1.192038,1.257496,6
-0.040657,0.482499,8
0.980621,-0.503705,2
-1.413739,0.347197,9
0.007796,0.165406,5
4.283868,2.189877,0
1.18157,1.152873,6
-1.437858,3.269058,1
-3.656591,1.832877,1
1.2666,-0.320463,2
-0.253328,-0.049855,7
0.494005,0.848144,3
0.89182,-1.014532,2
2.253217,-1.020168,6
-0.453575,-0.088126,8
-1.154662,2.161319,7
0.494583,1.77132,5
0.212866,0.616332,8
2.884877,0.690973,0
-1.329862,-0.437811,9
2.682962,1.038203,6
-0.076671,0.657319,8
-0.951556,0.431662,8
-2.475807,2.797528,1
-4.658072,-0.459981,1
3.762769,1.817237,0
2.778217,1.824873,0
-1.575462,0.936646,7
2.524408,-2.6758,6
0.504828,1.288711,5
0.15292,0.02363,3
-1.54393,3.532962,1
-0.419563,-0.691888,8
0.093323,0.423994,8
3.679656,-1.57877,0
1.884784,-0.164885,6
-4.204438,0.736557,1
-0.935589,2.383985,4
-0.141266,-4.800489,9
-1.266991,3.901151,1
5.144138,-0.950619,0
-1.443053,0.719184,9
1.441708,0.66174,6
0.406352,0.668132,3
-0.630712,-1.725392,4
0.56352,0.055855,8
0.22079,-0.156742,3
-0.382759,-0.246775,4
0.21553,-0.781686,5
-0.747281,0.638336,4
0.89025,0.355169,2
-1.703012,0.628415,7
-0.091055,1.064307,1
3.454278,1.846107,0
-0.130788,-1.050032,5
-1.624628,2.90243,1
-1.003049,-2.837474,7
-1.101142,-0.076904,9
-0.715934,-1.63981,9
1.197425,0.464751,2
0.263476,-3.475151,7
0.305613,0.045201,8
1.982286,-0.436932,2
-1.382324,1.874889,7
1.949407,-0.14693,6
-0.145956,0.513053,8
0.712226,-0.699672,3
1.245038,0.034949,2
-0.738134,-1.684959,4
0.395883,0.770413,5
-0.108096,-0.243028,8
-1.266797,0.742106,9
-1.332911,0.018239,4
1.288627,1.588877,6
1.292171,-1.488989,2
2.371184,2.19028,0
2.400491,-1.176817,0
3.569422,-0.196588,6
-0.464648,-3.24573,4
0.231952,0.884756,5
0.668844,-1.376965,2
0.249613,-0.314879,5
0.643832,-1.457059,5
0.326313,-0.256322,3
0.357462,0.193278,2
0.327351,-0.866225,3
-1.840038,0.384674,7
0.436539,-0.730652,3
0.624096,-3.115462,2
-0.074013,0.513317,8
-1.428296,-0.61385,9
-1.733918,3.595566,1
-0.181781,0.916114,8
-1.004144,1.419564,4
-4.436552,0.269324,1
4.357299,2.887262,0
1.267244,1.077888,6
1.58698,1.576598,6
2.250153,0.343808,0
-1.171718,3.688429,1
-3.192626,-1.531565,1
4.154089,2.396204,0
-1.322208,-2.926304,7
4.722681,0.923765,0
0.263215,-0.260652,5
1.76426,0.960827,6
-1.436212,-2.625937,4
1.221346,-0.325591,2
1.318707,1.49292,6
-1.494429,2.957552,1
-1.195003,0.836208,4
-1.707741,2.999389,1
-2.12843,-1.9183,7
0.317959,0.456285,3
0.778646,-3.052863,9
1.205494,-0.319129,2
-1.507191,-2.143398,7
-0.023213,-0.724406,8
1.502514,-3.761929,7
-0.422406,0.117249,8
-0.612598,-4.867503,7
-1.576035,1.459975,7
4.702382,-0.640483,0
